Accident_ID,Date,Year,Month,Month_Num,Day_of_Week,State,City,Accident_Severity,Number_of_Casualties,Weather_Condition,Road_Type,Vehicle_Type,Time_of_Day,Is_Fatal
ACC0198,2022-06-21,2022,June,6,Tuesday,West Bengal,Asansol,Medium,5,Cloudy,State Highway,SUV,Afternoon (10-15),0
ACC0199,2023-05-23,2023,May,5,Tuesday,Tamil Nadu,Madurai,Medium,4,Clear,Expressway,Car,Late Night (23-6),0
ACC0200,2020-09-12,2020,September,9,Saturday,Karnataka,Bengaluru,Low,2,Rainy,State Highway,SUV,Night (19-23),0
ACC0201,2020-07-06,2020,July,7,Monday,Rajasthan,Kota,High,11,Foggy,National Highway,Bus,Late Night (23-6),1
ACC0202,2022-02-04,2022,February,2,Friday,Rajasthan,Kota,Low,0,Clear,Urban Road,Car,Evening (15-19),0
ACC0203,2020-10-26,2020,October,10,Monday,Tamil Nadu,Chennai,High,12,Foggy,Service Road,SUV,Afternoon (10-15),1
ACC0204,2023-12-15,2023,December,12,Friday,West Bengal,Siliguri,Low,0,Stormy,National Highway,Two-Wheeler,Afternoon (10-15),0
ACC0205,2020-11-02,2020,November,11,Monday,Telangana,Khammam,Medium,4,Stormy,State Highway,Two-Wheeler,Morning (6-10),0
ACC0206,2020-04-07,2020,April,4,Tuesday,Rajasthan,Kota,High,12,Hazy,National Highway,Car,Night (19-23),1
ACC0207,2023-05-07,2023,May,5,Sunday,Telangana,Hyderabad,Medium,3,Hazy,Service Road,Truck,Evening (15-19),0
ACC0208,2022-05-29,2022,May,5,Sunday,Uttar Pradesh,Noida,Medium,5,Foggy,State Highway,Tempo,Morning (6-10),0
ACC0209,2022-12-08,2022,December,12,Thursday,Gujarat,Ahmedabad,High,13,Stormy,Expressway,Car,Night (19-23),1
ACC0210,2022-08-20,2022,August,8,Saturday,Uttar Pradesh,Varanasi,Medium,2,Foggy,Urban Road,SUV,Morning (6-10),0
ACC0211,2021-12-07,2021,December,12,Tuesday,Rajasthan,Jaipur,High,10,Stormy,State Highway,Car,Evening (15-19),1
ACC0212,2023-01-23,2023,January,1,Monday,Gujarat,Surat,Medium,5,Hazy,Service Road,Truck,Afternoon (10-15),0
ACC0213,2020-05-09,2020,May,5,Saturday,West Bengal,Kolkata,Medium,3,Foggy,National Highway,Two-Wheeler,Evening (15-19),0
ACC0214,2022-11-21,2022,November,11,Monday,Madhya Pradesh,Ujjain,Low,2,Cloudy,State Highway,Two-Wheeler,Evening (15-19),0
ACC0215,2020-04-07,2020,April,4,Tuesday,Gujarat,Vadodara,Medium,5,Clear,Rural Road,Tempo,Night (19-23),0
ACC0216,2022-03-02,2022,March,3,Wednesday,Gujarat,Surat,Medium,4,Cloudy,Expressway,Two-Wheeler,Morning (6-10),0
ACC0217,2022-05-19,2022,May,5,Thursday,Maharashtra,Nashik,High,7,Stormy,Expressway,Two-Wheeler,Evening (15-19),1
ACC0218,2020-07-29,2020,July,7,Wednesday,Maharashtra,Nagpur,Medium,5,Hazy,Expressway,Tempo,Night (19-23),0
ACC0219,2020-12-07,2020,December,12,Monday,West Bengal,Asansol,Low,1,Cloudy,Expressway,Bus,Evening (15-19),0
ACC0220,2023-08-02,2023,August,8,Wednesday,Uttar Pradesh,Lucknow,Medium,4,Hazy,Expressway,SUV,Afternoon (10-15),0
ACC0221,2020-03-04,2020,March,3,Wednesday,Tamil Nadu,Tiruchirappalli,High,5,Hazy,State Highway,Car,Afternoon (10-15),1
ACC0222,2023-08-14,2023,August,8,Monday,Gujarat,Vadodara,High,5,Cloudy,Expressway,Truck,Night (19-23),1
ACC0223,2022-01-29,2022,January,1,Saturday,Gujarat,Rajkot,Medium,6,Clear,Urban Road,Bus,Evening (15-19),0
ACC0224,2023-08-23,2023,August,8,Wednesday,Karnataka,Mysuru,Low,0,Clear,Rural Road,Auto-Rickshaw,Night (19-23),0
ACC0225,2023-02-24,2023,February,2,Friday,Maharashtra,Nagpur,High,8,Foggy,Expressway,Two-Wheeler,Night (19-23),1
ACC0226,2021-02-13,2021,February,2,Saturday,Maharashtra,Pune,Medium,5,Clear,National Highway,SUV,Evening (15-19),0
ACC0227,2023-09-29,2023,September,9,Friday,Gujarat,Ahmedabad,High,9,Stormy,State Highway,Tempo,Afternoon (10-15),1
ACC0228,2022-01-10,2022,January,1,Monday,Telangana,Warangal,High,7,Clear,State Highway,SUV,Night (19-23),1
ACC0229,2020-02-23,2020,February,2,Sunday,Gujarat,Gandhinagar,Medium,6,Stormy,State Highway,Auto-Rickshaw,Morning (6-10),0
ACC0230,2020-05-14,2020,May,5,Thursday,Karnataka,Mangaluru,High,13,Hazy,Rural Road,SUV,Night (19-23),1
ACC0231,2023-03-23,2023,March,3,Thursday,Maharashtra,Pune,High,12,Foggy,Rural Road,Tempo,Late Night (23-6),1
ACC0232,2021-12-06,2021,December,12,Monday,Tamil Nadu,Tiruchirappalli,Medium,3,Hazy,Rural Road,Auto-Rickshaw,Morning (6-10),0
ACC0233,2020-09-11,2020,September,9,Friday,Telangana,Warangal,Low,1,Foggy,Service Road,Truck,Evening (15-19),0
ACC0234,2022-11-28,2022,November,11,Monday,Karnataka,Bengaluru,Low,2,Foggy,Urban Road,Truck,Evening (15-19),0
ACC0235,2023-06-12,2023,June,6,Monday,Telangana,Hyderabad,High,14,Stormy,Expressway,Truck,Afternoon (10-15),1
ACC0236,2023-09-11,2023,September,9,Monday,Bihar,Darbhanga,High,14,Foggy,National Highway,SUV,Morning (6-10),1
ACC0237,2020-06-15,2020,June,6,Monday,Uttar Pradesh,Noida,High,14,Foggy,Rural Road,Auto-Rickshaw,Morning (6-10),1
ACC0238,2022-10-16,2022,October,10,Sunday,Telangana,Nizamabad,High,12,Hazy,State Highway,SUV,Night (19-23),1
ACC0239,2021-09-01,2021,September,9,Wednesday,West Bengal,Kolkata,Low,1,Hazy,Rural Road,Bus,Night (19-23),0
ACC0240,2021-02-21,2021,February,2,Sunday,Gujarat,Gandhinagar,Medium,4,Rainy,Service Road,SUV,Evening (15-19),0
ACC0241,2022-03-27,2022,March,3,Sunday,Tamil Nadu,Madurai,High,10,Stormy,State Highway,Bus,Morning (6-10),1
ACC0242,2021-07-01,2021,July,7,Thursday,West Bengal,Howrah,Low,1,Rainy,Rural Road,SUV,Late Night (23-6),0
ACC0243,2022-05-06,2022,May,5,Friday,Rajasthan,Jodhpur,High,10,Foggy,State Highway,SUV,Afternoon (10-15),1
ACC0244,2022-10-17,2022,October,10,Monday,Telangana,Karimnagar,High,12,Cloudy,National Highway,Car,Night (19-23),1
ACC0245,2022-11-01,2022,November,11,Tuesday,West Bengal,Howrah,Medium,2,Rainy,National Highway,Two-Wheeler,Night (19-23),0
ACC0246,2023-05-08,2023,May,5,Monday,West Bengal,Asansol,Low,0,Stormy,Rural Road,Truck,Evening (15-19),0
ACC0247,2022-01-19,2022,January,1,Wednesday,Madhya Pradesh,Gwalior,Low,2,Clear,Expressway,Truck,Evening (15-19),0
ACC0248,2023-02-07,2023,February,2,Tuesday,Karnataka,Bengaluru,Medium,6,Cloudy,Urban Road,SUV,Late Night (23-6),0
ACC0249,2023-10-25,2023,October,10,Wednesday,Bihar,Patna,High,11,Rainy,Urban Road,SUV,Evening (15-19),1
ACC0250,2023-02-16,2023,February,2,Thursday,Gujarat,Surat,Medium,5,Rainy,Expressway,Car,Morning (6-10),0
ACC0251,2020-03-20,2020,March,3,Friday,Tamil Nadu,Madurai,Medium,3,Cloudy,Expressway,Auto-Rickshaw,Afternoon (10-15),0
ACC0252,2021-11-02,2021,November,11,Tuesday,Bihar,Bhagalpur,Medium,6,Rainy,Service Road,SUV,Evening (15-19),0
ACC0253,2023-04-30,2023,April,4,Sunday,Gujarat,Gandhinagar,High,14,Stormy,Urban Road,Bus,Morning (6-10),1
ACC0254,2022-01-24,2022,January,1,Monday,Gujarat,Ahmedabad,Medium,2,Cloudy,Expressway,Bus,Evening (15-19),0
ACC0255,2023-09-04,2023,September,9,Monday,Bihar,Darbhanga,High,14,Rainy,Rural Road,Truck,Late Night (23-6),1
ACC0256,2023-07-12,2023,July,7,Wednesday,Bihar,Muzaffarpur,High,8,Rainy,National Highway,Auto-Rickshaw,Morning (6-10),1
ACC0257,2021-01-25,2021,January,1,Monday,Uttar Pradesh,Varanasi,Medium,5,Foggy,Service Road,Truck,Night (19-23),0
ACC0258,2022-10-24,2022,October,10,Monday,Bihar,Muzaffarpur,High,7,Hazy,Expressway,Truck,Late Night (23-6),1
ACC0259,2021-10-27,2021,October,10,Wednesday,West Bengal,Durgapur,Low,0,Cloudy,Rural Road,Auto-Rickshaw,Evening (15-19),0
ACC0260,2023-01-23,2023,January,1,Monday,Gujarat,Vadodara,Medium,3,Stormy,Urban Road,Auto-Rickshaw,Evening (15-19),0
ACC0261,2021-04-05,2021,April,4,Monday,Karnataka,Hubli,Low,2,Hazy,Rural Road,Two-Wheeler,Night (19-23),0
ACC0262,2021-12-15,2021,December,12,Wednesday,Telangana,Nizamabad,Low,2,Foggy,Expressway,Bus,Night (19-23),0
ACC0263,2021-12-07,2021,December,12,Tuesday,Tamil Nadu,Madurai,Low,2,Clear,National Highway,Two-Wheeler,Night (19-23),0
ACC0264,2023-09-05,2023,September,9,Tuesday,Karnataka,Mangaluru,Low,2,Rainy,Urban Road,Auto-Rickshaw,Evening (15-19),0
ACC0265,2020-10-08,2020,October,10,Thursday,Maharashtra,Aurangabad,Medium,3,Hazy,National Highway,Tempo,Late Night (23-6),0
ACC0266,2021-04-07,2021,April,4,Wednesday,Rajasthan,Jaipur,Low,2,Clear,Rural Road,Car,Afternoon (10-15),0
ACC0267,2020-01-11,2020,January,1,Saturday,Telangana,Warangal,Medium,5,Cloudy,Rural Road,Tempo,Afternoon (10-15),0
ACC0268,2021-08-11,2021,August,8,Wednesday,Gujarat,Vadodara,Low,0,Hazy,Service Road,Auto-Rickshaw,Afternoon (10-15),0
ACC0269,2022-12-31,2022,December,12,Saturday,Uttar Pradesh,Kanpur,High,7,Cloudy,National Highway,SUV,Night (19-23),1
ACC0270,2022-10-11,2022,October,10,Tuesday,Tamil Nadu,Madurai,Low,2,Clear,Expressway,Car,Evening (15-19),0
ACC0271,2021-08-05,2021,August,8,Thursday,West Bengal,Durgapur,Medium,3,Stormy,Expressway,Bus,Evening (15-19),0
ACC0272,2021-01-29,2021,January,1,Friday,Maharashtra,Nagpur,High,15,Rainy,Urban Road,Tempo,Afternoon (10-15),1
ACC0273,2020-01-29,2020,January,1,Wednesday,Gujarat,Vadodara,High,8,Stormy,State Highway,Auto-Rickshaw,Night (19-23),1
ACC0274,2022-05-25,2022,May,5,Wednesday,Telangana,Nizamabad,Low,0,Clear,State Highway,Truck,Night (19-23),0
ACC0275,2021-10-24,2021,October,10,Sunday,Rajasthan,Jaipur,Medium,5,Foggy,Urban Road,Two-Wheeler,Evening (15-19),0
ACC0276,2023-04-07,2023,April,4,Friday,Bihar,Patna,High,8,Foggy,National Highway,Tempo,Morning (6-10),1
ACC0277,2022-08-11,2022,August,8,Thursday,Karnataka,Mysuru,Medium,4,Cloudy,Service Road,Car,Evening (15-19),0
ACC0278,2022-01-22,2022,January,1,Saturday,Bihar,Gaya,High,12,Rainy,State Highway,Bus,Late Night (23-6),1
ACC0279,2022-02-04,2022,February,2,Friday,Madhya Pradesh,Ujjain,Medium,3,Cloudy,State Highway,Tempo,Late Night (23-6),0
ACC0280,2020-06-16,2020,June,6,Tuesday,Telangana,Karimnagar,High,6,Stormy,Expressway,Car,Morning (6-10),1
ACC0281,2023-01-26,2023,January,1,Thursday,Telangana,Warangal,High,7,Stormy,Urban Road,SUV,Late Night (23-6),1
ACC0282,2022-06-23,2022,June,6,Thursday,Maharashtra,Pune,Medium,2,Hazy,Expressway,Bus,Morning (6-10),0
ACC0283,2022-07-17,2022,July,7,Sunday,Tamil Nadu,Tiruchirappalli,Medium,2,Cloudy,Expressway,Bus,Evening (15-19),0
ACC0284,2020-02-14,2020,February,2,Friday,Madhya Pradesh,Gwalior,Medium,6,Clear,National Highway,Car,Night (19-23),0
ACC0285,2021-12-06,2021,December,12,Monday,Maharashtra,Aurangabad,High,6,Clear,Rural Road,Car,Evening (15-19),1
ACC0286,2022-04-17,2022,April,4,Sunday,Tamil Nadu,Coimbatore,High,15,Hazy,Rural Road,Two-Wheeler,Night (19-23),1
ACC0287,2022-07-07,2022,July,7,Thursday,Madhya Pradesh,Jabalpur,Medium,6,Clear,State Highway,Tempo,Evening (15-19),0
ACC0288,2020-08-30,2020,August,8,Sunday,Tamil Nadu,Tiruchirappalli,Medium,3,Cloudy,National Highway,SUV,Morning (6-10),0
ACC0289,2021-09-03,2021,September,9,Friday,West Bengal,Durgapur,Medium,3,Cloudy,State Highway,Bus,Evening (15-19),0
ACC0290,2020-11-13,2020,November,11,Friday,Karnataka,Mysuru,High,5,Hazy,Service Road,Bus,Late Night (23-6),1
ACC0291,2020-02-02,2020,February,2,Sunday,Rajasthan,Jodhpur,Low,0,Clear,Rural Road,Auto-Rickshaw,Morning (6-10),0
ACC0292,2021-05-16,2021,May,5,Sunday,Uttar Pradesh,Varanasi,Low,0,Cloudy,National Highway,Truck,Late Night (23-6),0
ACC0293,2021-08-15,2021,August,8,Sunday,Rajasthan,Ajmer,High,15,Foggy,Urban Road,Truck,Evening (15-19),1
ACC0294,2020-10-20,2020,October,10,Tuesday,Telangana,Warangal,Low,0,Cloudy,Expressway,Auto-Rickshaw,Afternoon (10-15),0
ACC0295,2023-07-06,2023,July,7,Thursday,Madhya Pradesh,Ujjain,Low,1,Cloudy,Service Road,Tempo,Night (19-23),0
ACC0296,2022-12-10,2022,December,12,Saturday,Gujarat,Rajkot,Low,1,Cloudy,State Highway,SUV,Late Night (23-6),0
ACC0297,2022-08-27,2022,August,8,Saturday,Rajasthan,Jodhpur,High,7,Foggy,Rural Road,Car,Late Night (23-6),1
ACC0298,2022-04-25,2022,April,4,Monday,Madhya Pradesh,Ujjain,Low,0,Stormy,Urban Road,Truck,Evening (15-19),0
ACC0299,2023-08-17,2023,August,8,Thursday,Maharashtra,Nashik,Low,2,Foggy,State Highway,Car,Evening (15-19),0
ACC0300,2022-02-11,2022,February,2,Friday,Bihar,Darbhanga,High,8,Clear,Expressway,Tempo,Late Night (23-6),1
ACC0301,2021-03-20,2021,March,3,Saturday,West Bengal,Howrah,Medium,2,Foggy,State Highway,Truck,Morning (6-10),0
ACC0302,2022-09-07,2022,September,9,Wednesday,Rajasthan,Ajmer,Low,0,Hazy,Expressway,Two-Wheeler,Evening (15-19),0
ACC0303,2022-02-18,2022,February,2,Friday,West Bengal,Durgapur,Medium,4,Hazy,Urban Road,Auto-Rickshaw,Night (19-23),0
ACC0304,2022-08-12,2022,August,8,Friday,Maharashtra,Nashik,High,10,Foggy,Urban Road,Bus,Morning (6-10),1
ACC0305,2023-02-26,2023,February,2,Sunday,Rajasthan,Jodhpur,Low,2,Clear,Expressway,Tempo,Night (19-23),0
ACC0306,2021-08-27,2021,August,8,Friday,Tamil Nadu,Coimbatore,Medium,6,Foggy,State Highway,Bus,Late Night (23-6),0
ACC0307,2023-09-02,2023,September,9,Saturday,Gujarat,Vadodara,High,15,Cloudy,Service Road,Bus,Night (19-23),1
ACC0308,2020-12-10,2020,December,12,Thursday,Gujarat,Surat,High,12,Rainy,State Highway,Auto-Rickshaw,Morning (6-10),1
ACC0309,2022-12-09,2022,December,12,Friday,Uttar Pradesh,Lucknow,Low,0,Hazy,Rural Road,Truck,Afternoon (10-15),0
ACC0310,2020-05-19,2020,May,5,Tuesday,Tamil Nadu,Chennai,Medium,4,Rainy,National Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0311,2022-09-16,2022,September,9,Friday,West Bengal,Kolkata,Medium,5,Clear,National Highway,Car,Late Night (23-6),0
ACC0312,2021-07-16,2021,July,7,Friday,Telangana,Nizamabad,Medium,5,Clear,State Highway,Car,Morning (6-10),0
ACC0313,2022-12-09,2022,December,12,Friday,Tamil Nadu,Coimbatore,Medium,4,Rainy,Urban Road,Two-Wheeler,Night (19-23),0
ACC0314,2020-06-10,2020,June,6,Wednesday,Gujarat,Rajkot,Medium,3,Cloudy,Urban Road,Tempo,Morning (6-10),0
ACC0315,2023-08-31,2023,August,8,Thursday,Uttar Pradesh,Lucknow,Low,2,Cloudy,Rural Road,Car,Morning (6-10),0
ACC0316,2023-12-10,2023,December,12,Sunday,Tamil Nadu,Chennai,High,15,Cloudy,Urban Road,Auto-Rickshaw,Morning (6-10),1
ACC0317,2022-12-17,2022,December,12,Saturday,Uttar Pradesh,Kanpur,High,14,Rainy,Rural Road,Two-Wheeler,Morning (6-10),1
ACC0318,2020-06-01,2020,June,6,Monday,Karnataka,Belagavi,High,7,Stormy,Urban Road,Car,Afternoon (10-15),1
ACC0319,2023-04-17,2023,April,4,Monday,Tamil Nadu,Salem,Low,2,Clear,State Highway,Auto-Rickshaw,Night (19-23),0
ACC0320,2023-10-18,2023,October,10,Wednesday,Telangana,Nizamabad,Medium,3,Cloudy,Service Road,Tempo,Morning (6-10),0
ACC0321,2022-10-22,2022,October,10,Saturday,Gujarat,Ahmedabad,Low,0,Clear,Urban Road,Auto-Rickshaw,Late Night (23-6),0
ACC0322,2023-05-04,2023,May,5,Thursday,Madhya Pradesh,Gwalior,Medium,5,Clear,Rural Road,Truck,Evening (15-19),0
ACC0323,2023-02-06,2023,February,2,Monday,Madhya Pradesh,Jabalpur,Medium,5,Rainy,National Highway,SUV,Late Night (23-6),0
ACC0324,2021-08-27,2021,August,8,Friday,Rajasthan,Jaipur,Low,1,Clear,Service Road,SUV,Afternoon (10-15),0
ACC0325,2022-03-08,2022,March,3,Tuesday,Gujarat,Vadodara,Low,1,Clear,Rural Road,Two-Wheeler,Evening (15-19),0
ACC0326,2020-07-28,2020,July,7,Tuesday,Tamil Nadu,Chennai,Medium,6,Rainy,Expressway,Auto-Rickshaw,Night (19-23),0
ACC0327,2020-07-30,2020,July,7,Thursday,Uttar Pradesh,Lucknow,High,14,Foggy,Expressway,SUV,Evening (15-19),1
ACC0328,2022-02-27,2022,February,2,Sunday,Uttar Pradesh,Agra,Low,0,Cloudy,Service Road,Auto-Rickshaw,Afternoon (10-15),0
ACC0329,2023-03-17,2023,March,3,Friday,Telangana,Warangal,Medium,3,Hazy,Urban Road,Two-Wheeler,Evening (15-19),0
ACC0330,2022-10-06,2022,October,10,Thursday,Tamil Nadu,Chennai,Medium,5,Rainy,Urban Road,Bus,Morning (6-10),0
ACC0331,2022-01-09,2022,January,1,Sunday,Karnataka,Mysuru,Medium,6,Hazy,Expressway,Truck,Night (19-23),0
ACC0332,2020-08-07,2020,August,8,Friday,Tamil Nadu,Madurai,High,10,Clear,Expressway,Bus,Evening (15-19),1
ACC0333,2022-06-20,2022,June,6,Monday,Gujarat,Rajkot,High,7,Hazy,Urban Road,Two-Wheeler,Late Night (23-6),1
ACC0334,2023-11-24,2023,November,11,Friday,Rajasthan,Kota,Low,1,Foggy,Urban Road,Two-Wheeler,Night (19-23),0
ACC0335,2023-03-25,2023,March,3,Saturday,Rajasthan,Udaipur,Low,1,Cloudy,Urban Road,Car,Late Night (23-6),0
ACC0336,2021-02-13,2021,February,2,Saturday,Bihar,Darbhanga,High,13,Rainy,National Highway,Tempo,Night (19-23),1
ACC0337,2023-12-21,2023,December,12,Thursday,Rajasthan,Kota,High,6,Foggy,Rural Road,Tempo,Night (19-23),1
ACC0338,2020-10-12,2020,October,10,Monday,Karnataka,Mysuru,High,11,Foggy,Rural Road,Car,Night (19-23),1
ACC0339,2023-05-09,2023,May,5,Tuesday,West Bengal,Durgapur,Medium,5,Cloudy,Expressway,Car,Evening (15-19),0
ACC0340,2023-12-07,2023,December,12,Thursday,Telangana,Khammam,High,6,Hazy,State Highway,Tempo,Evening (15-19),1
ACC0341,2020-12-06,2020,December,12,Sunday,Bihar,Patna,High,15,Stormy,Service Road,Bus,Evening (15-19),1
ACC0342,2022-05-31,2022,May,5,Tuesday,Maharashtra,Mumbai,Low,2,Clear,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0343,2023-04-03,2023,April,4,Monday,Bihar,Gaya,Low,1,Cloudy,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0344,2020-11-04,2020,November,11,Wednesday,Gujarat,Ahmedabad,Low,1,Cloudy,National Highway,Car,Afternoon (10-15),0
ACC0345,2021-12-14,2021,December,12,Tuesday,Karnataka,Hubli,High,13,Cloudy,Rural Road,Two-Wheeler,Night (19-23),1
ACC0346,2020-07-18,2020,July,7,Saturday,West Bengal,Siliguri,Low,0,Foggy,Service Road,Car,Morning (6-10),0
ACC0347,2021-12-03,2021,December,12,Friday,Maharashtra,Pune,Low,0,Hazy,Expressway,Truck,Evening (15-19),0
ACC0348,2023-02-20,2023,February,2,Monday,Madhya Pradesh,Jabalpur,High,15,Rainy,State Highway,Truck,Night (19-23),1
ACC0349,2022-03-21,2022,March,3,Monday,Uttar Pradesh,Noida,Medium,5,Rainy,Rural Road,Car,Afternoon (10-15),0
ACC0350,2021-02-25,2021,February,2,Thursday,Karnataka,Bengaluru,Low,2,Stormy,State Highway,Two-Wheeler,Evening (15-19),0
ACC0351,2021-02-07,2021,February,2,Sunday,West Bengal,Kolkata,High,12,Foggy,Expressway,Tempo,Evening (15-19),1
ACC0352,2023-05-07,2023,May,5,Sunday,Madhya Pradesh,Ujjain,Medium,4,Cloudy,Urban Road,SUV,Night (19-23),0
ACC0353,2023-06-18,2023,June,6,Sunday,Tamil Nadu,Madurai,High,15,Stormy,State Highway,Two-Wheeler,Morning (6-10),1
ACC0354,2021-05-03,2021,May,5,Monday,Karnataka,Bengaluru,Medium,3,Rainy,Expressway,Bus,Night (19-23),0
ACC0355,2023-05-06,2023,May,5,Saturday,Tamil Nadu,Tiruchirappalli,Medium,5,Cloudy,Service Road,Auto-Rickshaw,Afternoon (10-15),0
ACC0356,2023-02-10,2023,February,2,Friday,Tamil Nadu,Salem,Low,1,Foggy,Rural Road,Auto-Rickshaw,Morning (6-10),0
ACC0357,2022-01-05,2022,January,1,Wednesday,Uttar Pradesh,Varanasi,Low,1,Rainy,Expressway,Auto-Rickshaw,Night (19-23),0
ACC0358,2022-04-17,2022,April,4,Sunday,West Bengal,Siliguri,High,12,Hazy,State Highway,Car,Late Night (23-6),1
ACC0359,2020-03-04,2020,March,3,Wednesday,Rajasthan,Udaipur,Low,2,Clear,Urban Road,Truck,Night (19-23),0
ACC0360,2023-03-04,2023,March,3,Saturday,West Bengal,Durgapur,Low,0,Stormy,Urban Road,SUV,Late Night (23-6),0
ACC0361,2022-01-21,2022,January,1,Friday,Telangana,Hyderabad,Medium,3,Hazy,Rural Road,Car,Afternoon (10-15),0
ACC0362,2021-09-01,2021,September,9,Wednesday,Uttar Pradesh,Varanasi,Medium,2,Foggy,Rural Road,SUV,Morning (6-10),0
ACC0363,2021-04-30,2021,April,4,Friday,Rajasthan,Ajmer,Medium,6,Hazy,Service Road,Bus,Afternoon (10-15),0
ACC0364,2023-06-15,2023,June,6,Thursday,Tamil Nadu,Coimbatore,High,14,Rainy,Urban Road,Auto-Rickshaw,Evening (15-19),1
ACC0365,2023-05-07,2023,May,5,Sunday,Telangana,Warangal,High,9,Foggy,Urban Road,Auto-Rickshaw,Evening (15-19),1
ACC0366,2022-11-19,2022,November,11,Saturday,Maharashtra,Pune,High,9,Cloudy,Service Road,Truck,Afternoon (10-15),1
ACC0367,2021-05-26,2021,May,5,Wednesday,Tamil Nadu,Madurai,High,15,Rainy,Rural Road,Bus,Afternoon (10-15),1
ACC0368,2023-03-28,2023,March,3,Tuesday,Karnataka,Mangaluru,Medium,2,Cloudy,Rural Road,Auto-Rickshaw,Evening (15-19),0
ACC0369,2023-11-23,2023,November,11,Thursday,Gujarat,Rajkot,Low,0,Cloudy,Service Road,Car,Night (19-23),0
ACC0370,2023-07-24,2023,July,7,Monday,Gujarat,Ahmedabad,Medium,5,Stormy,State Highway,Bus,Evening (15-19),0
ACC0371,2021-10-23,2021,October,10,Saturday,Karnataka,Hubli,High,14,Stormy,Rural Road,SUV,Evening (15-19),1
ACC0372,2023-10-29,2023,October,10,Sunday,Uttar Pradesh,Lucknow,Medium,5,Clear,National Highway,Car,Afternoon (10-15),0
ACC0373,2022-06-22,2022,June,6,Wednesday,West Bengal,Kolkata,Low,2,Cloudy,State Highway,Tempo,Evening (15-19),0
ACC0374,2020-11-21,2020,November,11,Saturday,Karnataka,Bengaluru,Medium,2,Hazy,Urban Road,Tempo,Afternoon (10-15),0
ACC0375,2020-04-16,2020,April,4,Thursday,Madhya Pradesh,Gwalior,High,8,Hazy,Rural Road,Tempo,Morning (6-10),1
ACC0376,2023-12-12,2023,December,12,Tuesday,Maharashtra,Mumbai,Medium,3,Rainy,Expressway,Truck,Late Night (23-6),0
ACC0377,2023-10-24,2023,October,10,Tuesday,West Bengal,Kolkata,Medium,2,Clear,Rural Road,Tempo,Afternoon (10-15),0
ACC0378,2022-09-05,2022,September,9,Monday,Maharashtra,Pune,Low,0,Cloudy,National Highway,Two-Wheeler,Evening (15-19),0
ACC0379,2021-09-04,2021,September,9,Saturday,Tamil Nadu,Salem,Medium,3,Rainy,National Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0380,2020-01-18,2020,January,1,Saturday,Bihar,Gaya,Low,0,Cloudy,Service Road,Tempo,Afternoon (10-15),0
ACC0381,2022-04-23,2022,April,4,Saturday,Bihar,Muzaffarpur,Low,0,Rainy,State Highway,SUV,Morning (6-10),0
ACC0382,2023-04-22,2023,April,4,Saturday,Madhya Pradesh,Gwalior,Low,0,Cloudy,State Highway,Two-Wheeler,Morning (6-10),0
ACC0383,2021-05-23,2021,May,5,Sunday,Telangana,Khammam,High,9,Stormy,Service Road,Car,Evening (15-19),1
ACC0384,2021-02-24,2021,February,2,Wednesday,Telangana,Khammam,Medium,5,Stormy,Urban Road,Tempo,Morning (6-10),0
ACC0385,2021-05-05,2021,May,5,Wednesday,West Bengal,Siliguri,Low,2,Clear,Expressway,Car,Late Night (23-6),0
ACC0386,2020-01-25,2020,January,1,Saturday,Gujarat,Vadodara,Medium,6,Rainy,Rural Road,Two-Wheeler,Late Night (23-6),0
ACC0387,2023-10-30,2023,October,10,Monday,Tamil Nadu,Salem,Low,0,Clear,National Highway,Two-Wheeler,Afternoon (10-15),0
ACC0388,2020-03-22,2020,March,3,Sunday,Uttar Pradesh,Varanasi,Medium,6,Stormy,Rural Road,Bus,Night (19-23),0
ACC0389,2020-06-17,2020,June,6,Wednesday,Telangana,Khammam,Low,0,Stormy,Urban Road,Car,Late Night (23-6),0
ACC0390,2021-02-20,2021,February,2,Saturday,Tamil Nadu,Tiruchirappalli,Medium,2,Foggy,Urban Road,Tempo,Night (19-23),0
ACC0391,2021-05-03,2021,May,5,Monday,Uttar Pradesh,Kanpur,High,6,Clear,Rural Road,Auto-Rickshaw,Late Night (23-6),1
ACC0392,2020-04-22,2020,April,4,Wednesday,Karnataka,Mysuru,Low,0,Clear,Service Road,Car,Afternoon (10-15),0
ACC0393,2022-10-13,2022,October,10,Thursday,Gujarat,Gandhinagar,High,9,Stormy,State Highway,Two-Wheeler,Afternoon (10-15),1
ACC0394,2021-07-04,2021,July,7,Sunday,Maharashtra,Mumbai,High,9,Foggy,Expressway,Car,Evening (15-19),1
ACC0395,2023-12-29,2023,December,12,Friday,Bihar,Patna,Medium,4,Cloudy,National Highway,Bus,Late Night (23-6),0
ACC0396,2020-12-07,2020,December,12,Monday,Gujarat,Surat,High,14,Foggy,Service Road,Tempo,Morning (6-10),1
ACC0397,2021-04-12,2021,April,4,Monday,Telangana,Hyderabad,High,5,Clear,State Highway,Car,Night (19-23),1
